player_name,league,season,season_type,stat_type,team,gp,mpg,ppg,fgm,fga,fg%,3pm,3pa,3p%,ftm,fta,ft%,orb,drb,rpg,apg,spg,bpg,tov,pf
Noe Toto Cuma,French LNB Espoirs,2026,Regular_Season,Averages,ASV,7,18.2,6.1,2.1,6.9,.313,1.0,4.0,.250,0.9,1.7,.500,0.6,2.1,2.7,2.3,0.6,0.0,1.9,2.9
Tymeo Diega,French LNB Espoirs,2026,Regular_Season,Averages,ED,15,11.1,6.1,1.9,3.6,.519,1.0,2.5,.405,1.3,1.9,.714,0.5,0.9,1.4,1.3,0.3,0.0,0.5,1.9
Theo Balima,French LNB Espoirs,2026,Regular_Season,Averages,ELIM,26,22.9,6.0,2.1,6.3,.331,0.6,2.3,.246,1.3,2.0,.654,0.9,1.3,2.2,3.1,0.8,0.0,2.9,2.1
Sohan Boungo,French LNB Espoirs,2026,Regular_Season,Averages,EGD,25,13.5,6.0,2.0,5.5,.372,0.6,2.6,.234,1.3,1.8,.750,0.6,1.2,1.7,1.1,0.4,0.2,2.0,1.7
Elliot Ekollo,French LNB Espoirs,2026,Regular_Season,Averages,ELIM,18,17.4,5.9,2.3,5.0,.456,0.2,1.1,.211,1.2,2.1,.553,1.3,1.4,2.7,1.2,0.9,0.1,1.6,1.9
Gabin Godet-Moczulski,French LNB Espoirs,2026,Regular_Season,Averages,ELIM,29,20.3,5.9,1.9,4.5,.423,0.8,2.7,.291,1.3,2.0,.672,0.3,1.7,2.0,2.1,1.0,0.1,1.3,2.3
Dioum Serigne Fallou,French LNB Espoirs,2026,Regular_Season,Averages,ENAN,12,19.0,5.9,2.4,4.6,.527,0.2,0.7,.250,0.9,1.3,.688,1.8,2.8,4.7,1.9,0.6,0.6,2.1,3.8
Ely Leviel,French LNB Espoirs,2026,Regular_Season,Averages,ELP,20,18.6,5.9,2.4,4.4,.534,0.2,1.1,.143,1.1,1.7,.636,1.0,1.9,2.9,1.0,1.0,0.1,1.1,1.5
Corentin Pages,French LNB Espoirs,2026,Regular_Season,Averages,EBOU,26,14.3,5.8,2.0,5.1,.398,1.3,3.3,.402,0.4,0.7,.647,0.3,0.9,1.2,0.9,0.7,0.0,1.5,1.8
Thierno Diawara,French LNB Espoirs,2026,Regular_Season,Averages,ES,28,15.2,5.7,2.3,4.4,.508,0.3,0.9,.320,0.9,1.4,.658,1.1,1.4,2.5,0.9,0.5,0.2,1.3,1.6
Malo Boulanger,French LNB Espoirs,2026,Regular_Season,Averages,EC,29,17.6,5.7,1.8,5.1,.356,0.8,2.2,.338,1.2,1.6,.766,0.5,1.4,1.9,2.8,0.9,0.1,1.5,1.7
Miguell Nguidjol,French LNB Espoirs,2026,Regular_Season,Averages,EGD,29,20.5,5.7,2.1,5.0,.421,0.1,1.1,.129,1.3,2.0,.667,1.7,1.9,3.5,1.1,0.6,0.2,1.5,2.3
Coleen Soltin,French LNB Espoirs,2026,Regular_Season,Averages,ELP,24,16.1,5.5,2.2,4.6,.473,0.5,1.8,.262,0.8,1.1,.667,0.8,1.1,1.9,0.8,0.8,0.3,1.3,2.7
Boubacar Traore,French LNB Espoirs,2026,Regular_Season,Averages,EC,23,13.9,5.5,2.2,3.5,.630,0.3,1.1,.240,0.8,1.2,.679,0.5,0.9,1.3,1.0,0.8,0.3,0.8,1.6
Kelyan Leticee,French LNB Espoirs,2026,Regular_Season,Averages,ELP,13,19.4,5.4,2.2,4.8,.460,0.1,0.5,.143,0.8,1.4,.611,1.8,1.6,3.5,1.2,0.4,0.1,1.0,1.9
Karl Destoc,French LNB Espoirs,2026,Regular_Season,Averages,ENAN,29,23.1,5.2,1.9,4.5,.415,0.7,1.7,.380,0.8,1.3,.590,0.3,1.1,1.4,3.9,0.9,0.0,2.1,2.2
Nathan Hyppolite,French LNB Espoirs,2026,Regular_Season,Averages,ENAN,13,20.7,5.1,2.2,4.5,.500,0.2,0.6,.375,0.4,1.9,.200,1.5,2.6,4.1,1.2,0.9,0.2,1.2,2.2
Enzo Delporte,French LNB Espoirs,2026,Regular_Season,Averages,ESQ,25,12.5,4.8,1.8,3.7,.495,0.8,2.0,.420,0.3,0.4,.636,0.7,1.0,1.6,0.3,0.3,0.0,0.6,0.8
Myles Barry,French LNB Espoirs,2026,Regular_Season,Averages,EPB,11,11.2,4.7,1.7,3.7,.463,0.9,2.3,.400,0.4,0.4,1.000,0.3,0.7,1.0,0.5,0.1,0.0,0.5,1.3
Camille Villiers,French LNB Espoirs,2026,Regular_Season,Averages,ESQ,28,14.4,4.7,1.9,3.4,.558,0.0,0.1,.500,0.9,1.3,.649,0.9,1.6,2.5,0.5,0.5,0.3,0.7,1.5
Luca Rapini,French LNB Espoirs,2026,Regular_Season,Averages,EC,16,13.2,4.6,2.1,3.3,.623,0.0,0.1,.000,0.4,0.9,.467,1.0,1.8,2.8,0.9,0.4,0.3,0.6,1.6
Felix Sovann,French LNB Espoirs,2026,Regular_Season,Averages,ES,11,11.4,4.5,1.4,3.0,.455,0.6,1.8,.350,1.2,1.7,.684,0.1,0.6,0.7,0.9,0.5,0.0,0.6,1.4
Noa Kalubi,French LNB Espoirs,2026,Regular_Season,Averages,ESN,15,10.5,4.5,1.8,4.3,.415,0.4,1.1,.375,0.5,1.1,.500,0.2,0.9,1.1,1.3,0.4,0.0,2.2,1.2
Jim Samanos,French LNB Espoirs,2026,Regular_Season,Averages,ENAN,29,17.1,4.5,2.1,3.5,.598,0.0,0.0,.000,0.3,0.7,.421,1.7,1.7,3.4,0.8,0.7,0.3,1.0,2.3
Lenny Titeca-Beauport-Laclede,French LNB Espoirs,2026,Regular_Season,Averages,ECS,17,17.6,4.5,1.6,5.8,.286,0.9,3.9,.239,0.2,0.4,.571,0.6,1.8,2.4,1.3,0.6,0.4,2.3,1.4
Lenny Titeca-Beauport-Laclede,French LNB Espoirs,2026,Regular_Season,Averages,CHA,17,17.6,4.5,1.6,5.8,.286,0.9,3.9,.239,0.2,0.4,.571,0.6,1.8,2.4,1.3,0.6,0.4,2.3,1.4
Lorenz Antoine Sanz,French LNB Espoirs,2026,Regular_Season,Averages,ED,14,12.3,4.4,1.6,2.5,.657,0.5,0.9,.583,0.6,0.8,.727,0.2,1.1,1.3,1.1,0.5,0.1,0.6,0.7
Louka Couedel,French LNB Espoirs,2026,Regular_Season,Averages,EMON,14,10.2,4.4,1.2,3.1,.395,1.1,2.5,.429,0.9,1.0,.857,0.2,0.5,0.7,0.6,0.1,0.0,0.4,1.8
Alassane Daniel Traore,French LNB Espoirs,2026,Regular_Season,Averages,ELM,19,10.8,4.3,1.7,3.0,.579,0.4,0.8,.438,0.5,0.9,.500,0.5,0.4,0.9,0.8,0.5,0.0,0.6,1.6
Arthur Gruszka,French LNB Espoirs,2026,Regular_Season,Averages,ASV,16,11.0,4.2,1.5,4.1,.369,0.8,2.6,.293,0.4,0.5,.875,0.7,0.9,1.6,0.4,0.7,0.1,0.7,0.6
Christopher Goder,French LNB Espoirs,2026,Regular_Season,Averages,ASV,25,15.4,4.1,1.6,3.1,.526,0.2,0.4,.364,0.7,1.0,.680,1.0,1.5,2.5,0.2,0.3,0.7,1.0,2.9
Axel Francois,French LNB Espoirs,2026,Regular_Season,Averages,ESQ,28,14.6,4.1,1.4,4.1,.342,0.6,2.5,.243,0.7,1.3,.514,0.1,0.5,0.6,1.2,0.7,0.0,1.6,1.4
Cesar Thenawha Nougha,French LNB Espoirs,2026,Regular_Season,Averages,EGD,20,21.3,4.1,2.0,3.7,.534,0.0,0.0,.000,0.2,0.6,.250,1.7,4.2,5.9,1.3,0.5,1.2,1.2,2.1
Moudio Matyss,French LNB Espoirs,2026,Regular_Season,Averages,EMON,15,10.7,3.9,1.7,3.0,.578,0.1,0.6,.111,0.4,0.8,.500,0.5,1.3,1.7,0.7,0.4,0.1,0.9,0.6
Nathan Doumaye,French LNB Espoirs,2026,Regular_Season,Averages,ECS,13,14.7,3.8,1.5,4.4,.333,0.3,1.9,.160,0.6,0.8,.727,0.5,1.0,1.5,1.3,0.9,0.0,2.5,1.8
Marko Bardic,French LNB Espoirs,2026,Regular_Season,Averages,ENAN,11,15.5,3.8,1.1,3.4,.324,0.5,1.2,.385,1.2,1.6,.722,0.2,0.6,0.8,0.6,0.5,0.1,1.4,1.5
Trevis Jean,French LNB Espoirs,2026,Regular_Season,Averages,EGD,21,11.3,3.8,1.4,3.4,.417,0.4,1.3,.296,0.6,0.9,.632,0.9,1.1,2.0,0.6,0.5,0.3,0.6,1.1
Yenge Diangitukwa,French LNB Espoirs,2026,Regular_Season,Averages,EMON,25,13.5,3.8,1.4,3.6,.382,0.6,1.8,.311,0.5,1.0,.500,0.7,0.6,1.3,1.1,0.7,0.0,0.8,2.3
Charles Mpome-Moukouri,French LNB Espoirs,2026,Regular_Season,Averages,EBOU,14,13.9,3.7,1.6,3.7,.442,0.2,1.1,.188,0.2,0.6,.375,0.9,1.9,2.9,0.5,0.9,1.1,1.6,1.4
David Gnaba,French LNB Espoirs,2026,Regular_Season,Averages,ELIM,28,14.1,3.6,1.5,3.8,.390,0.2,1.1,.188,0.5,0.8,.636,1.1,1.7,2.8,0.6,0.4,0.3,1.3,1.5
Julien Taponat,French LNB Espoirs,2026,Regular_Season,Averages,EBB,14,8.7,3.6,1.2,2.6,.472,0.6,1.5,.429,0.6,0.6,1.000,0.6,0.3,0.9,0.7,0.2,0.1,0.4,1.0
Ange Buzer,French LNB Espoirs,2026,Regular_Season,Averages,EC,29,14.6,3.6,1.1,3.5,.317,0.6,1.9,.286,0.8,1.0,.857,0.2,1.1,1.2,2.6,0.6,0.0,1.3,1.6
Dylan Kadima Ntoso,French LNB Espoirs,2026,Regular_Season,Averages,EGD,28,13.5,3.5,1.5,3.2,.483,0.0,0.0,.000,0.5,0.8,.591,1.8,2.4,4.3,0.6,0.5,0.3,1.1,2.5
Amadou Diallo,French LNB Espoirs,2026,Regular_Season,Averages,ESQ,10,15.6,3.5,1.4,3.4,.412,0.0,0.3,.000,0.7,1.3,.538,2.0,2.5,4.5,0.6,0.8,0.4,0.9,1.8
Noah Cadio-Sellin,French LNB Espoirs,2026,Regular_Season,Averages,EBB,15,10.6,3.5,1.3,3.5,.365,0.5,1.9,.241,0.5,0.5,.875,0.4,0.5,0.9,1.4,0.8,0.0,1.0,0.9
Cherif Ndiaye,French LNB Espoirs,2026,Regular_Season,Averages,ASV,14,11.6,3.4,1.4,3.8,.358,0.2,0.9,.231,0.5,1.1,.438,0.8,0.9,1.7,0.4,0.5,0.1,1.1,1.6
Ladji Meite,French LNB Espoirs,2026,Regular_Season,Averages,ED,26,14.6,3.4,1.4,2.7,.536,0.0,0.0,.000,0.5,1.3,.400,1.2,1.9,3.1,0.5,0.4,0.2,0.9,2.3
Lianick Seesie-Sele,French LNB Espoirs,2026,Regular_Season,Averages,ESN,20,21.2,3.3,1.5,3.0,.508,0.0,0.2,.000,0.3,0.8,.400,0.9,1.4,2.2,0.5,1.0,0.3,1.0,1.7
Jahyann Simeon,French LNB Espoirs,2026,Regular_Season,Averages,ELIM,11,15.4,3.3,1.4,3.5,.395,0.1,0.5,.200,0.5,1.0,.455,1.0,1.9,2.9,0.3,0.5,0.0,0.7,2.3
Alex Ondze,French LNB Espoirs,2026,Regular_Season,Averages,ELP,16,14.0,3.3,1.3,4.3,.294,0.6,2.3,.243,0.2,0.2,1.000,0.5,1.0,1.5,0.8,0.9,0.2,1.5,1.3
Ephraim Masala,French LNB Espoirs,2026,Regular_Season,Averages,EMON,25,12.0,3.2,1.4,3.0,.453,0.0,0.2,.167,0.4,0.7,.647,1.0,1.6,2.5,0.6,0.6,0.7,1.2,2.8
Paul Den Ouden,French LNB Espoirs,2026,Regular_Season,Averages,ELIM,11,18.4,3.2,1.4,2.5,.536,0.0,0.2,.000,0.5,0.8,.556,1.4,2.2,3.5,1.5,0.7,0.1,2.0,2.9
Quentin Mugwanya,French LNB Espoirs,2026,Regular_Season,Averages,EPB,14,11.6,3.1,1.4,2.9,.475,0.4,1.8,.240,0.0,0.0,.000,0.8,1.3,2.1,0.9,0.8,0.0,0.9,0.9
Adrian Okomo,French LNB Espoirs,2026,Regular_Season,Averages,ELP,14,14.2,3.0,1.4,2.9,.500,0.0,0.1,.000,0.1,0.3,.500,0.9,1.6,2.4,0.5,0.6,0.4,0.9,2.4
Noah Koussou,French LNB Espoirs,2026,Regular_Season,Averages,ENAN,20,10.3,3.0,1.3,3.1,.410,0.2,1.0,.150,0.3,0.8,.375,0.6,0.6,1.2,0.3,0.3,0.0,0.4,0.8
Madjid Chitou,French LNB Espoirs,2026,Regular_Season,Averages,EMON,15,11.2,2.9,1.2,2.1,.563,0.0,0.1,.000,0.5,0.7,.727,0.6,1.1,1.7,0.6,0.3,0.1,1.1,1.5
Remi Wadoux,French LNB Espoirs,2026,Regular_Season,Averages,ELP,20,23.0,2.8,1.1,3.9,.269,0.4,1.3,.269,0.4,0.7,.538,0.8,2.0,2.8,4.0,2.1,0.1,2.1,3.4
Ahmon Ngambou-Mabondzo,French LNB Espoirs,2026,Regular_Season,Averages,ES,24,11.1,2.8,1.2,3.1,.373,0.3,1.0,.261,0.2,0.3,.571,0.3,0.7,0.9,0.4,0.6,0.1,0.7,1.8
Lucas Berard,French LNB Espoirs,2026,Regular_Season,Averages,ASV,11,11.5,2.6,1.0,2.6,.379,0.1,0.8,.111,0.5,0.7,.750,0.7,0.7,1.5,0.9,0.5,0.1,1.0,0.6
Eliott Hottelard,French LNB Espoirs,2026,Regular_Season,Averages,ED,13,11.5,2.5,1.1,2.3,.467,0.1,0.6,.125,0.2,0.5,.500,0.6,1.8,2.4,0.4,0.5,0.2,0.3,1.5
Louis Bathily,French LNB Espoirs,2026,Regular_Season,Averages,EMON,15,9.2,2.3,0.7,2.0,.367,0.3,1.1,.250,0.6,0.7,.818,0.0,0.4,0.4,1.3,0.5,0.0,1.0,1.6
Valentin Mignard,French LNB Espoirs,2026,Regular_Season,Averages,ED,18,14.0,2.3,0.7,1.5,.444,0.1,0.3,.333,0.8,1.2,.682,0.6,1.2,1.8,0.8,0.7,0.1,0.4,2.2
Mathias Fabien,French LNB Espoirs,2026,Regular_Season,Averages,ENAN,11,13.4,2.3,0.7,2.5,.286,0.1,0.8,.111,0.7,0.9,.800,1.1,0.8,1.9,0.5,0.5,0.4,1.2,0.9
Blessing Munongo,French LNB Espoirs,2026,Regular_Season,Averages,ESN,15,15.7,2.3,0.9,2.6,.333,0.1,0.5,.286,0.4,1.3,.316,0.9,1.5,2.4,0.7,0.8,0.1,1.2,2.4
Lucas Eduardo,French LNB Espoirs,2026,Regular_Season,Averages,ASV,14,7.3,2.2,0.9,2.3,.375,0.2,0.7,.300,0.3,0.5,.571,0.4,0.6,1.1,0.5,0.3,0.0,0.9,0.6
Adam Ciss Firat,French LNB Espoirs,2026,Regular_Season,Averages,EBB,26,9.0,2.2,0.7,2.2,.316,0.4,1.2,.344,0.4,0.5,.714,0.4,0.5,0.8,0.5,0.1,0.1,0.4,0.8
Noa Mani,French LNB Espoirs,2026,Regular_Season,Averages,ESQ,28,18.7,2.2,1.0,3.8,.262,0.1,1.2,.088,0.1,0.4,.182,0.5,0.9,1.4,3.1,1.0,0.0,2.6,3.0
Tom Heidet,French LNB Espoirs,2026,Regular_Season,Averages,ES,10,8.2,2.1,0.9,1.4,.643,0.0,0.0,.000,0.3,0.6,.500,0.7,1.1,1.8,0.1,0.1,0.3,0.2,1.7
Kevan Methalie,French LNB Espoirs,2026,Regular_Season,Averages,EPB,11,8.2,2.1,0.8,2.3,.360,0.1,0.8,.111,0.4,0.5,.667,0.5,0.5,0.9,0.0,0.1,0.0,0.8,1.1
Madraki Gouhier-Schaller,French LNB Espoirs,2026,Regular_Season,Averages,EBB,25,10.8,2.0,0.8,1.8,.444,0.0,0.0,.000,0.4,0.8,.579,1.2,1.7,2.8,0.2,0.2,0.1,0.8,1.9
Charles Kracher,French LNB Espoirs,2026,Regular_Season,Averages,ESQ,25,10.3,2.0,0.7,2.2,.327,0.1,0.7,.176,0.5,1.4,.353,0.2,1.1,1.3,0.6,0.7,0.0,0.9,0.9
Adam Audit,French LNB Espoirs,2026,Regular_Season,Averages,ECS,11,8.4,1.8,0.6,1.1,.583,0.1,0.3,.333,0.5,0.8,.556,0.5,0.5,1.1,0.5,0.0,0.0,0.3,0.5
Noah Morlende,French LNB Espoirs,2026,Regular_Season,Averages,EGD,21,10.1,1.7,0.6,2.1,.289,0.1,0.8,.188,0.3,0.4,.750,0.1,0.8,0.9,0.6,0.4,0.0,1.2,1.3
Gabin Roger,French LNB Espoirs,2026,Regular_Season,Averages,EBB,12,10.0,1.7,0.6,1.9,.304,0.1,0.7,.125,0.4,0.5,.833,0.4,0.7,1.1,1.4,0.5,0.0,1.1,1.6
Chris Chavoudiga,French LNB Espoirs,2026,Regular_Season,Averages,ECS,13,7.5,1.5,0.5,1.9,.280,0.2,1.4,.167,0.2,0.3,.500,0.7,0.4,1.1,0.3,0.2,0.2,0.8,1.0
Pierre Prely,French LNB Espoirs,2026,Regular_Season,Averages,ECS,15,8.0,1.3,0.6,1.1,.563,0.0,0.0,.000,0.1,0.5,.286,0.3,0.6,0.9,0.3,0.0,0.1,0.3,0.7
Aboubacar Drabo,French LNB Espoirs,2026,Regular_Season,Averages,ENAN,18,6.3,1.1,0.4,0.9,.471,0.0,0.0,.000,0.2,0.3,.667,0.8,1.3,2.1,0.0,0.0,0.1,0.5,0.9
Ismael Sylla,French LNB Espoirs,2026,Regular_Season,Averages,ELP,12,11.0,1.1,0.5,2.5,.200,0.1,0.8,.100,0.0,0.0,.000,0.3,0.5,0.8,1.4,0.3,0.0,1.2,1.9
Noe Modestine,French LNB Espoirs,2026,Regular_Season,Averages,ESN,16,7.3,1.1,0.5,1.8,.286,0.1,0.8,.077,0.0,0.0,.000,0.2,0.6,0.8,0.4,0.1,0.2,0.3,1.1
Steeve Kone,French LNB Espoirs,2026,Regular_Season,Averages,ENAN,16,7.9,1.0,0.5,0.9,.533,0.0,0.4,.000,0.0,0.1,.000,0.2,0.6,0.8,0.6,0.3,0.3,0.6,1.0
Lenny Akotcholo,French LNB Espoirs,2026,Regular_Season,Averages,ELIM,20,6.2,0.8,0.3,0.9,.294,0.0,0.0,.000,0.3,0.5,.556,0.8,1.0,1.8,0.2,0.1,0.1,0.7,0.6
Mattis Moller,French LNB Espoirs,2026,Regular_Season,Averages,ESN,17,5.0,0.2,0.1,0.5,.125,0.0,0.4,.000,0.1,0.1,1.000,0.1,0.4,0.4,0.2,0.1,0.1,0.4,0.6
